venue_id,venue_name,venue_type,geographical_unit,geographical_level,capacity,people_allocated,utilization_pct,latitude,longitude
472,comp_11019,company,E02007058,MGU,1,1,100.0,,
558,comp_11105,company,E02007058,MGU,1,1,100.0,,
693,comp_13896,company,E02004314,MGU,1,1,100.0,,
715,comp_13918,company,E02004314,MGU,1,1,100.0,,
820,comp_14023,company,E02004314,MGU,4,1,25.0,,
822,comp_14025,company,E02004314,MGU,4,1,25.0,,
830,comp_14033,company,E02004314,MGU,4,1,25.0,,
837,comp_14040,company,E02004314,MGU,4,1,25.0,,
842,comp_14045,company,E02004314,MGU,4,1,25.0,,
843,comp_14046,company,E02004314,MGU,4,1,25.0,,
844,comp_14047,company,E02004314,MGU,4,1,25.0,,
847,comp_14050,company,E02004314,MGU,4,1,25.0,,
878,comp_14081,company,E02004314,MGU,4,1,25.0,,
880,comp_14083,company,E02004314,MGU,4,1,25.0,,
888,comp_14091,company,E02004314,MGU,4,1,25.0,,
895,comp_14098,company,E02004314,MGU,4,1,25.0,,
897,comp_14100,company,E02004314,MGU,4,1,25.0,,
905,comp_14108,company,E02004314,MGU,4,1,25.0,,
907,comp_14110,company,E02004314,MGU,4,1,25.0,,
908,comp_14111,company,E02004314,MGU,4,1,25.0,,
910,comp_14113,company,E02004314,MGU,4,1,25.0,,
911,comp_14114,company,E02004314,MGU,4,1,25.0,,
917,comp_14120,company,E02004314,MGU,4,1,25.0,,
921,comp_14124,company,E02004314,MGU,4,1,25.0,,
924,comp_14127,company,E02004314,MGU,4,1,25.0,,
925,comp_14128,company,E02004314,MGU,4,1,25.0,,
926,comp_14129,company,E02004314,MGU,4,1,25.0,,
932,comp_14135,company,E02004314,MGU,4,1,25.0,,
934,comp_14137,company,E02004314,MGU,4,1,25.0,,
1032,comp_14235,company,E02004315,MGU,4,1,25.0,,
1041,comp_14244,company,E02004315,MGU,4,1,25.0,,
1048,comp_14251,company,E02004315,MGU,4,1,25.0,,
1058,comp_14261,company,E02004315,MGU,4,1,25.0,,
1061,comp_14264,company,E02004315,MGU,4,1,25.0,,
1063,comp_14266,company,E02004315,MGU,4,1,25.0,,
1064,comp_14267,company,E02004315,MGU,4,1,25.0,,
1065,comp_14268,company,E02004315,MGU,4,1,25.0,,
1067,comp_14270,company,E02004315,MGU,4,1,25.0,,
1070,comp_14273,company,E02004315,MGU,4,1,25.0,,
1072,comp_14275,company,E02004315,MGU,4,1,25.0,,
1076,comp_14279,company,E02004315,MGU,4,1,25.0,,
1081,comp_14284,company,E02004315,MGU,4,1,25.0,,
1082,comp_14285,company,E02004315,MGU,4,1,25.0,,
1083,comp_14286,company,E02004315,MGU,4,1,25.0,,
1085,comp_14288,company,E02004315,MGU,4,1,25.0,,
1089,comp_14292,company,E02004315,MGU,4,1,25.0,,
1093,comp_14296,company,E02004315,MGU,4,1,25.0,,
1096,comp_14299,company,E02004315,MGU,4,1,25.0,,
1098,comp_14301,company,E02004315,MGU,4,1,25.0,,
1099,comp_14302,company,E02004315,MGU,4,1,25.0,,
1100,comp_14303,company,E02004315,MGU,4,1,25.0,,
1108,comp_14311,company,E02004315,MGU,4,1,25.0,,
1111,comp_14314,company,E02004315,MGU,4,1,25.0,,
1112,comp_14315,company,E02004315,MGU,4,1,25.0,,
1117,comp_14320,company,E02004315,MGU,4,1,25.0,,
1118,comp_14321,company,E02004315,MGU,4,1,25.0,,
1119,comp_14322,company,E02004315,MGU,4,1,25.0,,
1131,comp_14334,company,E02004315,MGU,4,1,25.0,,
1133,comp_14336,company,E02004315,MGU,4,1,25.0,,
1135,comp_14338,company,E02004315,MGU,4,1,25.0,,
1143,comp_14346,company,E02004315,MGU,4,1,25.0,,
1146,comp_14349,company,E02004315,MGU,4,1,25.0,,
1154,comp_14357,company,E02004315,MGU,4,1,25.0,,
1156,comp_14359,company,E02004315,MGU,4,1,25.0,,
1159,comp_14362,company,E02004315,MGU,4,1,25.0,,
1221,comp_14424,company,E02004315,MGU,4,1,25.0,,
1222,comp_14425,company,E02004315,MGU,1,1,100.0,,
1232,comp_14435,company,E02004315,MGU,1,1,100.0,,
1239,comp_14442,company,E02004315,MGU,5,1,20.0,,
1244,comp_14447,company,E02004315,MGU,4,1,25.0,,
1245,comp_14448,company,E02004315,MGU,4,1,25.0,,
1246,comp_14449,company,E02004315,MGU,4,1,25.0,,
1249,comp_14452,company,E02004315,MGU,4,1,25.0,,
1261,comp_14464,company,E02004315,MGU,4,1,25.0,,
1272,comp_14475,company,E02004315,MGU,1,1,100.0,,
1307,comp_14510,company,E02004315,MGU,1,1,100.0,,
29,comp_10576,company,E02007058,MGU,4,0,0.0,,
282,comp_10829,company,E02007058,MGU,4,0,0.0,,
290,comp_10837,company,E02007058,MGU,4,0,0.0,,
292,comp_10839,company,E02007058,MGU,4,0,0.0,,
299,comp_10846,company,E02007058,MGU,4,0,0.0,,
427,comp_10974,company,E02007058,MGU,10,0,0.0,,
436,comp_10983,company,E02007058,MGU,5,0,0.0,,
437,comp_10984,company,E02007058,MGU,4,0,0.0,,
438,comp_10985,company,E02007058,MGU,4,0,0.0,,
443,comp_10990,company,E02007058,MGU,4,0,0.0,,
444,comp_10991,company,E02007058,MGU,4,0,0.0,,
450,comp_10997,company,E02007058,MGU,5,0,0.0,,
848,comp_14051,company,E02004314,MGU,4,0,0.0,,
849,comp_14052,company,E02004314,MGU,3,0,0.0,,
887,comp_14090,company,E02004314,MGU,4,0,0.0,,
903,comp_14106,company,E02004314,MGU,4,0,0.0,,
935,comp_14138,company,E02004314,MGU,4,0,0.0,,
1040,comp_14243,company,E02004315,MGU,4,0,0.0,,
1043,comp_14246,company,E02004315,MGU,4,0,0.0,,
1066,comp_14269,company,E02004315,MGU,4,0,0.0,,
1069,comp_14272,company,E02004315,MGU,4,0,0.0,,
1071,comp_14274,company,E02004315,MGU,4,0,0.0,,
1073,comp_14276,company,E02004315,MGU,4,0,0.0,,
1091,comp_14294,company,E02004315,MGU,4,0,0.0,,
1103,comp_14306,company,E02004315,MGU,4,0,0.0,,
1120,comp_14323,company,E02004315,MGU,4,0,0.0,,
1124,comp_14327,company,E02004315,MGU,4,0,0.0,,
1128,comp_14331,company,E02004315,MGU,4,0,0.0,,
1136,comp_14339,company,E02004315,MGU,4,0,0.0,,
1140,comp_14343,company,E02004315,MGU,4,0,0.0,,
1141,comp_14344,company,E02004315,MGU,4,0,0.0,,
1155,comp_14358,company,E02004315,MGU,4,0,0.0,,
1157,comp_14360,company,E02004315,MGU,4,0,0.0,,
1219,comp_14422,company,E02004315,MGU,4,0,0.0,,
1220,comp_14423,company,E02004315,MGU,4,0,0.0,,
1233,comp_14436,company,E02004315,MGU,55,0,0.0,,
1238,comp_14441,company,E02004315,MGU,10,0,0.0,,
1240,comp_14443,company,E02004315,MGU,5,0,0.0,,
1243,comp_14446,company,E02004315,MGU,4,0,0.0,,
1247,comp_14450,company,E02004315,MGU,4,0,0.0,,
1252,comp_14455,company,E02004315,MGU,3,0,0.0,,
0,County Durham and Darlington NHS Foundation Trust,hospital,E00062310,SGU,0,0,0.0,54.530385,-1.563742
0,Durham Sixth Form Centre,school,E00171834,SGU,2000,1164,58.2,54.78017650128895,-1.573130478
2,Durham Cathedral Schools Foundation,school,E00105055,SGU,847,802,94.7,54.77149201049964,-1.582470616
15,"St Leonard's Catholic School, Durham",school,E00105059,SGU,1265,557,44.0,54.78352178447635,-1.586778179
16,Durham Johnston Comprehensive School,school,E00105106,SGU,1700,520,30.6,54.77948322804647,-1.596396398
3,Durham High School,school,E00105080,SGU,730,447,61.2,54.75633876056084,-1.587179204
8,Corporation Road Community Primary School,school,E00062311,SGU,352,318,90.3,54.53202794513288,-1.556343943
11,St Margaret's Church of England Primary School,school,E00105055,SGU,420,315,75.0,54.77206489542429,-1.587065853
13,Neville's Cross Primary School and Nursery,school,E00105108,SGU,297,297,100.0,54.77188022734087,-1.596285495
10,Reid Street Primary School,school,E00062375,SGU,420,269,64.0,54.532947638042096,-1.564601538
1,Durham Trinity School & Sports College,school,E00183277,SGU,252,252,100.0,54.790092228033785,-1.584518493
14,Langley Moor Primary School,school,E00104961,SGU,210,210,100.0,54.76004675769962,-1.610606518
12,St Oswald's Church of England Aided Primary and Nursery School,school,E00105075,SGU,140,140,100.0,54.770997173273194,-1.571983535
9,Browney Primary Academy,school,E00183281,SGU,126,126,100.0,54.74680321848331,-1.617102714
4,George Dent Nursery School,school,E00062310,SGU,105,105,100.0,54.52891518337172,-1.562852006
7,"St Patrick's Catholic Primary School, Langley Moor",school,E00104962,SGU,105,105,100.0,54.75514078,-1.613636839
5,Borough Road Nursery School,school,E00062070,SGU,97,97,100.0,54.525615620287496,-1.547807426
6,Langley Moor Nursery School,school,E00104961,SGU,60,60,100.0,54.75971650554663,-1.611308968
6,Dorm918,student_dorms,E00105080,SGU,2966,2953,99.6,,
20,Dorm1902,student_dorms,E00183308,SGU,674,668,99.1,,
22,Dorm1905,student_dorms,E00183314,SGU,611,608,99.5,,
14,Dorm1354,student_dorms,E00171834,SGU,385,382,99.2,,
13,Dorm1353,student_dorms,E00171828,SGU,356,352,98.9,,
23,Dorm1906,student_dorms,E00183315,SGU,357,350,98.0,,
12,Dorm1352,student_dorms,E00171799,SGU,306,306,100.0,,
18,Dorm1899,student_dorms,E00183289,SGU,206,206,100.0,,
19,Dorm1900,student_dorms,E00183295,SGU,147,147,100.0,,
21,Dorm1904,student_dorms,E00183314,SGU,137,137,100.0,,
16,Dorm1897,student_dorms,E00183273,SGU,131,126,96.2,,
10,Dorm923,student_dorms,E00105184,SGU,100,94,94.0,,
9,Dorm922,student_dorms,E00105183,SGU,105,85,81.0,,
1,Dorm913,student_dorms,E00105051,SGU,78,78,100.0,,
2,Dorm914,student_dorms,E00105054,SGU,78,69,88.5,,
4,Dorm916,student_dorms,E00105055,SGU,67,67,100.0,,
7,Dorm919,student_dorms,E00105109,SGU,67,67,100.0,,
5,Dorm917,student_dorms,E00105080,SGU,28,28,100.0,,
11,Dorm1351,student_dorms,E00171799,SGU,26,26,100.0,,
3,Dorm915,student_dorms,E00105055,SGU,15,15,100.0,,
17,Dorm1898,student_dorms,E00183277,SGU,17,13,76.5,,
8,Dorm921,student_dorms,E00105183,SGU,12,12,100.0,,
0,Dorm912,student_dorms,E00105048,SGU,8,8,100.0,,
15,Dorm1355,student_dorms,E00171869,SGU,8,8,100.0,,
0,Durham University,university,E00105080,SGU,19025,12606,66.3,54.768149,-1.571868
